Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	set
Response To Endoplasmic Reticulum Stress (GO:0034976)	16/114	0.00819743463362238	0.386800540879887	0	0	2.09766357796601	10.0770374314557	PPP1R15A;JUN;CEBPB;WFS1;DNAJB12;DAB2IP;PIK3R1;HERPUD1;BCL2L11;OS9;CREB3L1;TMEM117;BCL2;RNF183;BAK1;ATF4	cl0_only
Wnt Signaling Pathway (GO:0016055)	12/76	0.00833989943707022	0.386800540879887	0	0	2.40677083333333	11.5204998652311	PORCN;FZD3;DDX3X;WNT5B;JUP;FRZB;FZD6;DIXDC1;PTEN;CSNK1E;WNT9A;WNT1	cl0_only
Peptidyl-Threonine Phosphorylation (GO:0018107)	10/58	0.00836413004283877	0.386800540879887	0	0	2.67279241793805	12.7861122526335	STK11;TBK1;SBK1;WNK1;CDC42BPG;PRKCD;STK39;CDK10;PRKCA;CDC42BPB	cl0_only
Peptidyl-Tyrosine Phosphorylation (GO:0018108)	11/67	0.00845377621597885	0.386800540879887	0	0	2.52071973827699	12.0317533739266	PDGFRB;BLK;LTK;PKDCC;SRC;ERBB4;FLT4;ABL2;FYN;EGFR;CLK2	cl0_only
Positive Regulation Of Epithelial Cell Migration (GO:0010634)	14/95	0.00849655621541675	0.386800540879887	0	0	2.21962945792338	10.583402674553	DOCK5;FOXC2;ANGPT4;ANGPT1;SRC;FLT4;PRKCE;PIK3CD;PRKCA;HIF1A;RAB11A;VEGFA;MAPRE2;FGF10	cl0_only
Intrinsic Apoptotic Signaling Pathway (GO:0097193)	15/105	0.00875821262394366	0.393908526809418	0	0	2.1408025980051	10.1426162665604	PPP1R15A;CEBPB;DDX3X;CUL5;PRKCD;DAB2IP;TNFRSF1B;HIC1;STK11;BCL2L11;TMEM117;BCL2;BAK1;IKBKE;ATF4	cl0_only
Peptidyl-Serine Modification (GO:0018209)	21/166	0.00905136972020365	0.402247180541907	0	0	1.86251716908841	8.76284375506432	CAMK1D;PKN3;GALNT2;PRKCE;PLK2;PRKCD;STK39;CSNK1D;PRKCA;CSNK1E;SRPK1;TBK1;SBK1;WNK1;ULK3;PDK3;ULK2;RICTOR;CAMK1;PKN1;IKBKE	cl0_only
Positive Regulation Of Cell Growth (GO:0030307)	15/106	0.00953706420445166	0.403231809894333	0	0	2.11716258689119	9.85024623977564	DDX3X;SMURF1;SPHK1;ISLR2;NEDD4L;IGF1;NGF;CDKN2AIP;EGFR;RIMS2;RNF157;MMP14;BCL2;RICTOR;MFSD2A	cl0_only
Regulation Of Neuroinflammatory Response (GO:0150077)	5/19	0.00986272861916491	0.403231809894333	0	0	4.57448909072959	21.1295304008164	SPHK1;MMP3;IGF1;NUPR1;TNFRSF1B	cl0_only
Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)	7/34	0.00993436117976384	0.403231809894333	0	0	3.32300397283096	15.3248825295044	FOXC1;FLT4;SPHK1;DAB2IP;VEGFC;GAS1;VEGFA	cl0_only
Peptidyl-Serine Phosphorylation (GO:0018105)	20/158	0.0106096470741917	0.403231809894333	0	0	1.86320945672415	8.4701345214523	CAMK1D;PKN3;PRKCE;PLK2;PRKCD;STK39;CSNK1D;PRKCA;CSNK1E;SRPK1;TBK1;SBK1;WNK1;ULK3;PDK3;ULK2;RICTOR;CAMK1;PKN1;IKBKE	cl0_only
IMP Biosynthetic Process (GO:0006188)	3/7	0.0107039114897546	0.403231809894333	0	0	9.59834368530021	43.5490870857497	AMPD2;AMPD3;GART	cl0_only
Late Nucleophagy (GO:0044805)	3/7	0.0107039114897546	0.403231809894333	0	0	9.59834368530021	43.5490870857497	ULK3;ULK2;ATG7	cl0_only
Positive Regulation Of Calcium Ion Import (GO:0090280)	3/7	0.0107039114897546	0.403231809894333	0	0	9.59834368530021	43.5490870857497	PDGFRB;LGALS3;SPHK2	cl0_only
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089)	3/7	0.0107039114897546	0.403231809894333	0	0	9.59834368530021	43.5490870857497	MYO1C;PIK3CD;VEGFA	cl0_only
Regulation Of CD8-positive, Alpha-Beta T Cell Differentiation (GO:0043376)	3/7	0.0107039114897546	0.403231809894333	0	0	9.59834368530021	43.5490870857497	SOCS1;RUNX3;RUNX1	cl0_only
Regulation Of Extracellular Matrix Constituent Secretion (GO:0003330)	3/7	0.0107039114897546	0.403231809894333	0	0	9.59834368530021	43.5490870857497	RIC1;TNFRSF1B;TNFRSF1A	cl0_only
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Hypoxia (GO:0061418)	3/7	0.0107039114897546	0.403231809894333	0	0	9.59834368530021	43.5490870857497	HIF1A;STOX1;VEGFA	cl0_only
Negative Regulation Of Neuron Death (GO:1901215)	13/88	0.0107591909311565	0.403231809894333	0	0	2.22514709288858	10.0843553197714	WFS1;VSTM2L;NGF;TNFRSF1B;MT3;CLN3;ERBB3;GDNF;BCL2;CCL2;ATP13A2;RETREG1;ATF4	cl0_only
Regulation Of Endothelial Cell Migration (GO:0010594)	13/88	0.0107591909311565	0.403231809894333	0	0	2.22514709288858	10.0843553197714	FOXC2;ANGPT4;ANGPT1;FLT4;DAB2IP;PIK3CD;PTPRM;EMP2;PRKCA;PRCP;VEGFA;SH3BP1;NF1	cl0_only
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	14/98	0.0110908410818962	0.403231809894333	0	0	2.14000927213723	9.63354200729952	SH3GLB1;DDX3X;SRC;MMP3;DAB2IP;CAPG;RHOC;VEGFA;RAP1B;LGALS3;BCL2L11;FSCN1;BMF;BAK1	cl0_only
Intracellular Glucose Homeostasis (GO:0001678)	8/43	0.0111914242383438	0.403231809894333	0	0	2.93043134151167	13.1652777849524	TRA2B;LRRC8D;PDK3;FOXK1;NUCKS1;PIK3R1;HIF1A;HK2	cl0_only
Positive Regulation Of Biomineral Tissue Development (GO:0070169)	8/43	0.0111914242383438	0.403231809894333	0	0	2.93043134151167	13.1652777849524	TFAP2A;CEBPB;PKDCC;RXRA;TMEM119;ANO6;TENT5A;ODAPH	cl0_only
Negative Regulation Of Neuroinflammatory Response (GO:0150079)	4/13	0.0116311449539214	0.403231809894333	0	0	5.6903007980356	25.3449916396667	SYT11;IGF1;TNFRSF1B;LDLR	cl0_only
Positive Regulation Of Alpha-Beta T Cell Differentiation (GO:0046638)	4/13	0.0116311449539214	0.403231809894333	0	0	5.6903007980356	25.3449916396667	SOCS1;TNFSF4;RUNX3;RUNX1	cl0_only
Regulation Of Response To Stress (GO:0080134)	4/13	0.0116311449539214	0.403231809894333	0	0	5.6903007980356	25.3449916396667	CRHBP;CORO2B;SLC38A2;STOX1	cl0_only
Response To Chemokine (GO:1990868)	4/13	0.0116311449539214	0.403231809894333	0	0	5.6903007980356	25.3449916396667	FOXC1;DUSP1;WNK1;STK39	cl0_only
Dendrite Morphogenesis (GO:0048813)	7/35	0.0116582302173341	0.403231809894333	0	0	3.20415224913495	14.2640619998755	MEF2A;FARP1;PTEN;LRP4;DIP2A;WASL;PAK3	cl0_only
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)	7/35	0.0116582302173341	0.403231809894333	0	0	3.20415224913495	14.2640619998755	KANK2;RBL2;APC;PTEN;CCL2;PKD2;E2F7	cl0_only
Regulation Of Actin Filament Polymerization (GO:0030833)	11/70	0.0116810023166755	0.403231809894333	0	0	2.39215939966361	10.644610540495	CSF3;CTTN;PRKCE;PRKCD;CDC42EP3;NCK2;HIP1R;CDC42EP1;ARHGAP18;PAK3;SSH2	cl0_only
Regulation Of Vesicle-Mediated Transport (GO:0060627)	13/89	0.0117870948039338	0.403231809894333	0	0	2.19574997256867	9.75077670534608	SRC;SPHK1;HIP1R;PLD1;RAB11A;RAB11B;RIMS2;RUFY1;OPHN1;GAS1;ABL2;PACSIN3;STXBP5	cl0_only
Positive Regulation Of Angiogenesis (GO:0045766)	16/119	0.0121971290911353	0.403231809894333	0	0	1.9952943721773	8.79237374438521	FOXC2;ANGPT4;JUP;SPHK1;GATA6;PIK3CD;VEGFC;PRKCA;EMP2;HIF1A;HK2;RUNX1;VEGFA;MYDGF;FGF18;ITGB8	cl0_only
Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)	5/20	0.0123789188817885	0.403231809894333	0	0	4.2692927896798	18.7497107678351	SRC;PRKCE;PRKCD;FYN;VAV2	cl0_only
Negative Regulation Of miRNA Transcription (GO:1902894)	5/20	0.0123789188817885	0.403231809894333	0	0	4.2692927896798	18.7497107678351	NCOR2;NCOR1;RARA;ESR1;HIF1A	cl0_only
Peripheral Nervous System Development (GO:0007422)	5/20	0.0123789188817885	0.403231809894333	0	0	4.2692927896798	18.7497107678351	EGR2;ERBB3;GDNF;ADGRG6;NF1	cl0_only
Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	5/20	0.0123789188817885	0.403231809894333	0	0	4.2692927896798	18.7497107678351	DNMT1;JUN;FGF9;FOXJ2;IGF1	cl0_only
Regulation Of Calcium Ion Import (GO:0090279)	5/20	0.0123789188817885	0.403231809894333	0	0	4.2692927896798	18.7497107678351	PDGFRB;LGALS3;SPHK2;CCL2;PKD2	cl0_only
Regulation Of Protein Localization To Plasma Membrane (GO:1903076)	12/80	0.0124220889734391	0.403231809894333	0	0	2.26470588235294	9.93816131521134	VAMP8;LGALS3;LRRC15;CLN3;MMP14;STAC;PRKCE;ZDHHC8;PIK3R1;SORBS1;EGFR;VTI1B	cl0_only
Regulation Of Insulin Receptor Signaling Pathway (GO:0046626)	8/44	0.0128308524205892	0.412910104190168	0	0	2.84887657740843	12.4094290698666	SOCS1;GKAP1;PRKCD;PIP4K2A;NUCKS1;SORBS1;ERFE;SLC27A4	cl0_only
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	72/763	0.0131637954157477	0.420003831512701	0	0	1.34829170074876	5.83848731283399	SUV39H2;TCF25;ZMYND8;UBE2D1;MEF2A;TGIF1;BATF3;PCID2;MSX2;TET1;RUNX3;YWHAZ;HIC1;HCFC1;SAP30;RUNX1;ETV6;NCOR2;EID1;ZEB2;IMPACT;NCOR1;MAF;NFX1;RARA;ERF;CRY1;ATF4;KANK2;FOXC2;CEBPB;FOXC1;NFIX;NOTCH4;GATA6;MOSPD1;NR2C2;ASCL2;GLIS2;RXRA;CUX1;DEAF1;NACC2;ORC2;MXI1;BEND3;HSF4;PCGF1;ALX1;E4F1;MAP2K5;E2F7;HEXIM1;TFAP2A;PLK3;JUN;WFS1;CBX2;DAB2IP;IRF2BP2;NR1H3;ESR1;MEIS2;NR2F6;VEGFA;KLF8;NR6A1;CNOT2;MAFG;UBA2;GTF2IRD1;TAF3	cl0_only
Actin Cytoskeleton Reorganization (GO:0031532)	9/53	0.013288119177298	0.420377532956385	0	0	2.62294462294462	11.33344191428	CTTN;CDC42BPG;DTNBP1;RICTOR;PARVA;GRB2;S1PR2;CDC42BPB;FGF10	cl0_only
Positive Regulation Of Binding (GO:0051099)	13/91	0.0140692120007202	0.441347633602423	0	0	2.13921704887653	9.12112180752115	GPSM1;BLK;CSF3;FOXC1;AMFR;CEBPG;HIP1R;IGF1;NGF;TIAM1;SUB1;STMN1;RARA	cl0_only
ERBB Signaling Pathway (GO:0038127)	9/54	0.0149482813292475	0.451382007171498	0	0	2.56451836451836	10.7790783085926	CUL5;SRC;ERBB4;MVP;NCK2;BRAF;GRB2;IQGAP1;EGFR	cl0_only
Negative Regulation Of miRNA Metabolic Process (GO:2000629)	5/21	0.015296373038231	0.451382007171498	0	0	4.00224602626123	16.7299468432145	NCOR2;NCOR1;RARA;ESR1;HIF1A	cl0_only
Aminoglycan Catabolic Process (GO:0006026)	4/14	0.0153628463186803	0.451382007171498	0	0	5.12099447513812	21.3842654299925	CHIT1;HYAL2;GNS;SGSH	cl0_only
Lipoprotein Biosynthetic Process (GO:0042158)	4/14	0.0153628463186803	0.451382007171498	0	0	5.12099447513812	21.3842654299925	PORCN;WIPI2;WDR45;ATG7	cl0_only
Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522)	4/14	0.0153628463186803	0.451382007171498	0	0	5.12099447513812	21.3842654299925	SMAD9;HIF1A;RUNX2;VEGFA	cl0_only
Positive Regulation Of Transporter Activity (GO:0032411)	4/14	0.0153628463186803	0.451382007171498	0	0	5.12099447513812	21.3842654299925	RXRA;STK39;NR1H3;SYNGR3	cl0_only
Protein Transport To Vacuole Involved In Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043328)	4/14	0.0153628463186803	0.451382007171498	0	0	5.12099447513812	21.3842654299925	VPS37D;SNF8;VPS25;VPS28	cl0_only
Integrated Stress Response Signaling (GO:0140467)	6/29	0.0162000894261766	0.451382007171498	0	0	3.34205303987011	13.7784107920751	CEBPB;BATF3;JUN;IMPACT;MAF;CEBPG	cl0_only
Multivesicular Body Assembly (GO:0036258)	6/29	0.0162000894261766	0.451382007171498	0	0	3.34205303987011	13.7784107920751	IST1;VPS37D;SNF8;VPS25;RAB11A;VPS28	cl0_only
Positive Regulation Of Calcium Ion Transport (GO:0051928)	6/29	0.0162000894261766	0.451382007171498	0	0	3.34205303987011	13.7784107920751	PDGFRB;LGALS3;SPHK2;WFS1;CCL2;ORAI1	cl0_only
Autophagosome-Lysosome Fusion (GO:0061909)	3/8	0.0162099319934288	0.451382007171498	0	0	7.67826086956522	31.6507982206529	CLN3;PIP4K2A;ATP13A2	cl0_only
Commissural Neuron Axon Guidance (GO:0071679)	3/8	0.0162099319934288	0.451382007171498	0	0	7.67826086956522	31.6507982206529	GDNF;NCAM1;VEGFA	cl0_only
Membrane Lipid Catabolic Process (GO:0046466)	3/8	0.0162099319934288	0.451382007171498	0	0	7.67826086956522	31.6507982206529	SMPD2;SGPL1;SMPDL3B	cl0_only
Negative Regulation Of Alpha-Beta T Cell Differentiation (GO:0046639)	3/8	0.0162099319934288	0.451382007171498	0	0	7.67826086956522	31.6507982206529	SOCS1;RUNX3;RUNX1	cl0_only
Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376)	3/8	0.0162099319934288	0.451382007171498	0	0	7.67826086956522	31.6507982206529	SPNS2;S1PR2;MFSD2B	cl0_only
Regulation Of Intracellular Signal Transduction (GO:1902531)	32/297	0.0163237532730116	0.451382007171498	0	0	1.55475950039862	6.39804364448031	TRIO;SGMS1;PAK1IP1;FLT4;PTEN;ARHGAP18;EGFR;AKAP12;ARHGAP44;STK11;NUAK2;SH3BP1;RICTOR;PAK3;ARHGEF40;ECT2;RFFL;FBXO9;NEK8;PLK3;STARD13;ARHGEF15;SPHK2;DAB2IP;GMIP;VAV2;VEGFA;TIAM1;TRAF3;GRB2;NGEF;ARHGEF5	cl0_only
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	9/55	0.0167561752327011	0.459932368703479	0	0	2.5086323781976	10.257768739581	PANK4;GUCY1B1;ACOT7;PRKAG2;AMPD2;AMPD3;GART;ADCY7;PPCDC	cl0_only
Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	11/74	0.0173488578197275	0.472724717087903	0	0	2.23979159093663	9.08062714051131	CLN3;ERBB3;GDNF;WFS1;BCL2;VSTM2L;CCL2;NGF;HIF1A;MT3;RETREG1	cl0_only
Regulation Of Cytoskeleton Organization (GO:0051493)	15/114	0.0179083207550637	0.481085514336989	0	0	1.94523523333544	7.82468893816999	PDGFRB;PRKCD;HIP1R;ARHGAP18;PDGFA;CORO2B;ARHGAP44;CLN3;SH3BP1;CAPN2;FSCN1;CDK10;RICTOR;PAK3;ARHGEF5	cl0_only
mRNA Transcription By RNA Polymerase II (GO:0042789)	7/38	0.0181150108249612	0.481085514336989	0	0	2.89360419689698	11.6062879774212	RXRA;RARA;NR1H3;TAF4B;TAF5;TAF3;ATF4	cl0_only
Canonical Wnt Signaling Pathway (GO:0060070)	10/65	0.0181711914067815	0.481085514336989	0	0	2.33173622494011	9.3454071878335	FZD3;WNT5B;JUP;FRZB;FZD6;DIXDC1;PTEN;CSNK1E;WNT9A;WNT1	cl0_only
Positive Regulation Of Cell Cycle (GO:0045787)	10/65	0.0181711914067815	0.481085514336989	0	0	2.33173622494011	9.3454071878335	DUSP3;RPS15A;SPHK1;RARA;PRKCA;NUPR1;PKD2;MEIS2;EGFR;HCFC1	cl0_only
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	5/22	0.018639271845027	0.483490331380901	0	0	3.7666165291272	15.0004920750016	SRC;PRKCE;PRKCD;FYN;VAV2	cl0_only
Positive Regulation Of Protein Autophosphorylation (GO:0031954)	5/22	0.018639271845027	0.483490331380901	0	0	3.7666165291272	15.0004920750016	RAP2C;RAD50;DDX3X;PDGFA;VEGFA	cl0_only
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	27/244	0.0189424375043544	0.483490331380901	0	0	1.60057239873878	6.34843113945484	FLT4;PTEN;PDGFA;FBLN1;ADRA1D;EGFR;SPRED2;CCL7;ERBB4;SIRPA;CCL2;PDGFRB;DUSP3;ANGPT1;DAB2IP;PRKCA;BRAF;IGF1;NPNT;ZDHHC17;MT3;YWHAZ;MFHAS1;CNKSR3;ACKR3;ARHGEF5;FGF10	cl0_only
Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	6/30	0.019039131720598	0.483490331380901	0	0	3.20262793914246	12.686438278614	DDX3X;TRADD;DAB2IP;BCL2;NGF;TNFRSF1A	cl0_only
Multivesicular Body Organization (GO:0036257)	6/30	0.019039131720598	0.483490331380901	0	0	3.20262793914246	12.686438278614	IST1;VPS37D;SNF8;VPS25;RAB11A;VPS28	cl0_only
Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912)	6/30	0.019039131720598	0.483490331380901	0	0	3.20262793914246	12.686438278614	NCOR1;CRY1;NUPR1;ERFE;PGPEP1;CLK2	cl0_only
Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)	14/105	0.0195337908307171	0.488706255409769	0	0	1.97464427088906	7.77142865284757	MAP4K2;FLT4;SPHK1;STK39;DAB2IP;MAPK8IP3;INAVA;VEGFA;MFHAS1;SH3RF2;TRAF3;TLR9;IGFBP6;LTBR	cl0_only
Dendritic Spine Morphogenesis (GO:0060997)	4/15	0.0197681876685977	0.488706255409769	0	0	4.65519839276745	18.2655149596328	PTEN;DIP2A;WASL;PAK3	cl0_only
Glycosaminoglycan Catabolic Process (GO:0006027)	4/15	0.0197681876685977	0.488706255409769	0	0	4.65519839276745	18.2655149596328	CEMIP2;HYAL2;GNS;SGSH	cl0_only
Negative Regulation Of Gluconeogenesis (GO:0045721)	4/15	0.0197681876685977	0.488706255409769	0	0	4.65519839276745	18.2655149596328	CRY1;ERFE;PGPEP1;CLK2	cl0_only
Regulation Of Endocytosis (GO:0030100)	10/66	0.0200681759459838	0.491017981302866	0	0	2.28997424212403	8.95063913349196	RUFY1;LGALS3;CD151;OPHN1;SRC;SYT11;SPHK1;HIP1R;ABL2;PACSIN3	cl0_only
Cellular Response To Oxygen-Containing Compound (GO:1901701)	41/406	0.020124765909279	0.491017981302866	0	0	1.44753647952001	5.65379389863366	LTK;GUCY1B1;ABCB4;INSIG1;IQGAP1;PKD2;ADCY7;EGFR;CDKN2AIP;RAP1B;CRHBP;SBNO2;CASP7;CAPN2;ABL2;CCL2;PDK3;SIRPA;MPV17;ECT2;MEF2A;EGR1;JUN;TRIM41;WNT5B;PRKCD;MMP3;DAB2IP;NR1H3;BRAF;WNT9A;TNFRSF1B;SSTR2;ESR1;MT3;PEX14;ITPKC;SYT11;TNFSF4;GNB1;RARA	cl0_only
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	51/525	0.0205586031823945	0.49510221171765	0	0	1.38805916208133	5.391882195344	CSF3;PLEKHF1;DDX3X;FLT4;TRADD;PIK3CD;ADRA1D;LITAF;MYDGF;TBK1;LGALS1;TRIM25;IKBKE;PDGFRB;SPHK2;SPHK1;ARRDC3;SHISA5;RHOC;ZDHHC17;TNFRSF1A;DOK6;TLR9;ADAM8;NUPR1;SRC;PDGFA;IQGAP1;WDR24;EGFR;INAVA;SHARPIN;ERBB3;UBD;RICTOR;IGFBP6;ECT2;HEXIM1;ANGPT1;PLK2;DAB2IP;IGF1;VEGFA;MFHAS1;PPP5C;P2RX5;MYO1C;DLG5;CCDC22;LTBR;FGF10	cl0_only
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	7/39	0.0207350424454066	0.49510221171765	0	0	2.8030276816609	10.8643394696826	PLEKHF1;BCL2L11;UBB;NACC2;NCK2;NUPR1;RNF183	cl0_only
Vesicle Cytoskeletal Trafficking (GO:0099518)	7/39	0.0207350424454066	0.49510221171765	0	0	2.8030276816609	10.8643394696826	CLN3;MYO1B;MYO1C;WASL;CDR2L;FNBP1L;TRAK1	cl0_only
Membrane Lipid Biosynthetic Process (GO:0046467)	9/57	0.0208427234269739	0.49510221171765	0	0	2.40384615384615	9.30468843259356	SGPL1;SAMD8;SGMS1;SPHK2;SPHK1;ALDH3B1;ELOVL3;SPNS2;PLPP2	cl0_only
Brain Development (GO:0007420)	20/169	0.0209553038980414	0.49510221171765	0	0	1.72462599827528	6.66630637677576	ARNT2;EGR2;ANAPC7;ABCB6;AMIGO3;PTEN;SYNJ2;PCDH18;MEIS2;AFF2;MEIS1;SYNJ1;NF1;NRCAM;PHGDH;SOX6;PAFAH1B2;MFSD2A;NKX2-2;ADGRL3	cl0_only
Actin Filament Polymerization (GO:0030041)	6/31	0.0221992986144087	0.5058130869208	0	0	3.07435684647303	11.7062119152851	GSN;PSTPIP2;SPIRE2;WASL;TTC17;GAS7	cl0_only
Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)	6/31	0.0221992986144087	0.5058130869208	0	0	3.07435684647303	11.7062119152851	KANK2;NCOR2;NCOR1;CNOT2;CRY1;PIAS2	cl0_only
Cellular Lipid Catabolic Process (GO:0044242)	5/23	0.022429108514954	0.5058130869208	0	0	3.55716808723028	13.5079747148515	PLD1;SMPDL3B;LPIN2;LPIN3;PLBD2	cl0_only
Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)	5/23	0.022429108514954	0.5058130869208	0	0	3.55716808723028	13.5079747148515	DUSP3;MVP;DAB2IP;VPS25;EGFR	cl0_only
Regulation Of Extracellular Matrix Organization (GO:1903053)	5/23	0.022429108514954	0.5058130869208	0	0	3.55716808723028	13.5079747148515	EFEMP2;RIC1;LAMB2;LAMB1;RUNX1	cl0_only
Axon Guidance (GO:0007411)	18/149	0.0228446668406633	0.5058130869208	0	0	1.76470024593567	6.66886856013497	EPHB6;SEMA6B;TRIO;EPHA6;SEMA3B;SEMA3G;PTPRM;VEGFA;ENAH;OPHN1;GDNF;DPYSL5;PALLD;NRCAM;FYN;NCAM1;ARHGEF40;SCN1B	cl0_only
Negative Regulation Of Bone Resorption (GO:0045779)	3/9	0.0230192054211614	0.5058130869208	0	0	6.39820565907523	24.1303616916009	UBASH3B;INPP5D;TMEM119	cl0_only
Negative Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070862)	3/9	0.0230192054211614	0.5058130869208	0	0	6.39820565907523	24.1303616916009	OS9;INSIG1;UBE2G2	cl0_only
Negative Regulation Of Sodium Ion Transmembrane Transport (GO:1902306)	3/9	0.0230192054211614	0.5058130869208	0	0	6.39820565907523	24.1303616916009	PRKCE;STK39;NEDD4L	cl0_only
Piecemeal Microautophagy Of The Nucleus (GO:0034727)	3/9	0.0230192054211614	0.5058130869208	0	0	6.39820565907523	24.1303616916009	ULK3;ULK2;ATG7	cl0_only
Positive Regulation Of Protein Acetylation (GO:1901985)	3/9	0.0230192054211614	0.5058130869208	0	0	6.39820565907523	24.1303616916009	DDX3X;FAM161A;DIP2A	cl0_only
Glucose Homeostasis (GO:0042593)	12/87	0.0230346168702213	0.5058130869208	0	0	2.05255555555556	7.73968846142874	STK11;GCKR;WFS1;HECTD4;CRY1;LRRC8D;NUCKS1;FOXK1;SLC2A4;PIK3R1;HIF1A;HK2	cl0_only
Regulation Of MAPK Cascade (GO:0043408)	23/204	0.0236131150463668	0.513346602643545	0	0	1.63325974583316	6.11811424305516	DUSP2;DUSP3;DUSP1;FLT4;DAB2IP;PDGFA;ADRA1D;IQGAP1;IGF1;ZDHHC17;YWHAZ;EGFR;INAVA;MYDGF;SPRED2;DOK6;TLR9;NF1;GRB2;IGFBP6;PAK3;ARHGEF5;FGF10	cl0_only
Regulation Of Cell Differentiation (GO:0045595)	22/193	0.0236527231863621	0.513346602643545	0	0	1.65335132703554	6.19060538868777	TFAP2A;CASZ1;CEBPB;LTK;NOTCH4;EMP2;NREP;NGF;RUNX3;RUNX2;HOPX;PTHLH;RUNX1;TIAM1;PTBP1;CDK6;GDNF;APC;NF1;CAMK1;FADS1;ATF4	cl0_only
Regulation Of Angiogenesis (GO:0045765)	23/205	0.0248372824550671	0.527623176465066	0	0	1.62419735617776	6.00207422599185	ANGPT4;FOXC1;JUP;CEMIP2;SPHK1;GATA6;DAB2IP;FOXJ2;PTPRM;VEGFC;PIK3CD;PRKCA;EMP2;ISM1;HIF1A;HK2;RUNX1;VEGFA;MYDGF;AGO1;FGF18;NF1;ITGB8	cl0_only
Regulation Of Protein Kinase C Signaling (GO:0090036)	4/16	0.0248758850945223	0.527623176465066	0	0	4.2670349907919	15.761814573259	SPHK2;FLT4;ADRA1D;VEGFA	cl0_only
Regulation Of Synaptic Transmission, GABAergic (GO:0032228)	4/16	0.0248758850945223	0.527623176465066	0	0	4.2670349907919	15.761814573259	CLN3;SLC38A1;STXBP1;BAIAP3	cl0_only
Vasculature Development (GO:0001944)	4/16	0.0248758850945223	0.527623176465066	0	0	4.2670349907919	15.761814573259	PDGFRB;STK11;FLT4;NOTCH4	cl0_only
Negative Regulation Of Cell Projection Organization (GO:0031345)	8/50	0.0265266527285722	0.544334750916422	0	0	2.44110275689223	8.86023947518392	DPYSL5;TRPV4;DPYSL3;PTEN;DENND5A;FYN;FKBP4;MT3	cl0_only
Regulation Of Epithelial Cell Migration (GO:0010632)	8/50	0.0265266527285722	0.544334750916422	0	0	2.44110275689223	8.86023947518392	DOCK5;SRC;PRKCE;DAB2IP;EMP2;HIF1A;RAB11A;FGF10	cl0_only
Establishment Of Protein Localization To Membrane (GO:0090150)	10/69	0.0266238458169234	0.544334750916422	0	0	2.17318225628247	7.87984586773648	ZDHHC18;MYO1C;NPC1;MICALL1;CHM;VPS37D;BRAF;EGFR;RAB11A;RAB11B	cl0_only
Fc-gamma Receptor Signaling Pathway (GO:0038094)	5/24	0.0266845056034571	0.544334750916422	0	0	3.36976684974357	12.2109304421059	SRC;PRKCE;PRKCD;FYN;VAV2	cl0_only
Protein Kinase B Signaling (GO:0043491)	5/24	0.0266845056034571	0.544334750916422	0	0	3.36976684974357	12.2109304421059	PLK3;PTEN;CCL2;IGF1;MT3	cl0_only
Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)	5/24	0.0266845056034571	0.544334750916422	0	0	3.36976684974357	12.2109304421059	BCL2L11;CREB3L1;NCK2;RNF183;HERPUD1	cl0_only
Regulation Of Supramolecular Fiber Organization (GO:1902903)	5/24	0.0266845056034571	0.544334750916422	0	0	3.36976684974357	12.2109304421059	HSPA8;CSF3;EFEMP2;MAP1A;CAMSAP2	cl0_only
